student_id,age,gender,school_type,parent_education,study_hours,attendance_percentage,internet_access,travel_time,extra_activities,study_method,math_score,science_score,english_score,overall_score,final_grade
052130540258,14,male,public,diploma,1.2,87.5,yes,15-30 min,yes,mixed,13.5,46.3,21.7,34.9,f
052130540259,15,female,public,diploma,4.6,51.1,yes,<15 min,yes,textbook,66.7,56.7,45.3,58.4,d
052130540260,17,other,public,high school,6.5,82.5,yes,30-60 min,no,group study,95.2,80.5,90.3,93.4,b
052130540261,18,female,public,post graduate,4,87.4,yes,15-30 min,yes,group study,80.5,88.2,60.3,75.8,c
052130540262,15,female,private,graduate,4.1,81.4,yes,>60 min,no,textbook,58.2,70.5,74,67.4,d
052130540263,15,female,private,phd,7.8,64.4,no,30-60 min,no,coaching,86.2,98.5,87.4,86.1,b
052130540264,19,other,public,post graduate,2.2,55.2,yes,>60 min,no,group study,23.7,38.5,49.4,36.2,f
052130540265,19,other,public,high school,4.4,99.7,yes,30-60 min,no,online videos,65.3,58.8,63.1,75.7,c
052130540266,17,other,private,high school,1.4,93,yes,<15 min,no,group study,68.4,62.7,48.3,55.3,d
052130540267,16,female,private,phd,2.8,86.5,yes,<15 min,no,coaching,48.2,58.7,59.4,51.8,e
052130540268,16,female,private,high school,6.9,59.4,yes,30-60 min,yes,online videos,71,63,80.2,72.6,c
052130540269,17,female,private,no formal,5.9,71.5,no,<15 min,no,textbook,54.6,94.8,53.4,69.4,d
052130540270,17,male,private,graduate,5.1,85.5,yes,15-30 min,yes,mixed,65.1,65.8,90.1,74.9,c
052130540271,15,other,public,phd,1.4,55.1,yes,30-60 min,no,group study,18.7,23,22.3,30.2,f
052130540272,14,male,private,high school,6.9,97.9,yes,<15 min,no,group study,96.9,100,100,100,a
052130540273,14,other,private,graduate,2.7,97.8,yes,<15 min,no,online videos,52.3,45.4,56.2,58.8,d
052130540274,19,female,public,diploma,4.5,57.5,yes,<15 min,yes,textbook,58.8,61.4,71,62.3,d
052130540275,16,other,private,diploma,2.3,59.9,yes,15-30 min,no,online videos,54.4,42.4,28,49.2,e
052130540276,16,other,public,diploma,4.4,68.2,yes,30-60 min,no,online videos,83.2,68.8,100,69,d
052130540277,16,female,public,no formal,4.7,72.5,yes,15-30 min,no,mixed,64.8,50.3,60.1,60.3,d
052130540278,18,female,private,diploma,3.1,72,yes,<15 min,yes,notes,47.6,78.2,71.2,58.1,d
052130540279,14,female,public,high school,4.3,84.4,yes,30-60 min,no,textbook,57.5,61.8,71.5,70.7,c
052130540280,14,female,public,post graduate,3.5,73.5,yes,>60 min,yes,textbook,46.4,64,60.3,56.5,d
052130540281,15,male,private,high school,5.7,59.2,yes,<15 min,no,online videos,77.3,61.5,85.9,75.9,c
052130540282,16,male,private,phd,4.6,63.1,yes,<15 min,no,online videos,69.4,57.6,76.9,59.3,d
052130540283,18,other,private,no formal,7.1,70.6,yes,<15 min,no,textbook,85.8,89.6,76.3,76.3,c
052130540284,16,other,private,diploma,0.9,76,yes,15-30 min,yes,mixed,48.7,29.6,44.1,28,f
052130540285,16,male,private,high school,0.7,96.2,yes,<15 min,yes,notes,45.7,60.1,47.1,46.8,e
052130540286,19,male,public,diploma,1.9,54.8,yes,30-60 min,no,mixed,31,34.5,42.5,36.4,f
052130540287,14,female,public,post graduate,1.4,90.2,yes,30-60 min,no,notes,52,59.2,54.9,52.6,e
052130540288,17,other,public,phd,4.4,65.5,yes,30-60 min,yes,textbook,51,71.4,71.4,69.3,d
052130540289,17,other,public,post graduate,2,86.4,no,<15 min,yes,online videos,53,43.5,51,53.1,e
052130540290,16,other,public,graduate,0.6,62.9,yes,15-30 min,yes,group study,27.4,42.7,27.9,31,f
052130540291,18,male,public,graduate,2.6,69.3,yes,30-60 min,no,coaching,30.1,34,40.5,42.2,e
052130540292,15,male,public,phd,4.3,72.2,no,30-60 min,yes,textbook,77.4,69.3,74.3,64.6,d
052130540293,19,female,public,phd,5.9,87.5,no,>60 min,yes,group study,74.9,80.7,94.4,82.4,c
052130540294,15,male,private,post graduate,3.8,58.3,yes,<15 min,no,mixed,50.9,59.1,36.1,55.9,d
052130540295,17,female,public,no formal,7.7,67.3,yes,>60 min,no,online videos,72.7,88.8,84.2,88.3,b
052130540296,17,female,private,high school,2,76.4,yes,15-30 min,no,coaching,49.5,68.7,30.6,48,e
052130540297,19,other,public,high school,4.4,82.9,yes,15-30 min,yes,notes,92.9,80.7,75.3,73.4,c
052130540298,16,male,public,high school,2.4,53.8,yes,>60 min,yes,notes,50.5,44.9,35.6,48.5,e
052130540299,15,other,public,phd,6.6,54.7,yes,15-30 min,no,textbook,86,73.1,62.7,75.1,c
052130540300,14,other,private,no formal,1.9,85.9,yes,>60 min,no,notes,50.1,56.8,53.5,56.7,d
052130540301,16,other,private,phd,7.7,68.3,yes,30-60 min,yes,mixed,97.5,86.9,75.7,90.9,b
052130540302,18,other,public,post graduate,5.9,58.3,yes,15-30 min,no,notes,60,54.9,73.2,67.6,d
052130540303,14,other,public,graduate,4.7,63.2,yes,15-30 min,no,textbook,49.6,80.9,62.2,60.2,d
052130540304,19,male,private,high school,4.5,79.9,no,>60 min,yes,textbook,77.5,82.6,65.9,73.2,c
052130540305,17,female,public,high school,3.2,97.7,yes,>60 min,no,mixed,78.4,57.8,69,64.3,d
052130540306,14,female,private,post graduate,0.7,86.6,yes,>60 min,yes,group study,37.1,48,41.5,45.8,e
052130540307,15,other,private,post graduate,7.4,89.9,yes,>60 min,no,mixed,99.7,100,97.4,96.6,a
052130540308,17,male,public,graduate,6.5,80.4,yes,15-30 min,no,group study,55.3,70.7,100,75,c
052130540309,15,female,private,graduate,1.5,68.6,yes,>60 min,yes,mixed,28.2,21.1,36.6,39.1,f
052130540310,14,male,private,post graduate,1.4,98.1,yes,>60 min,no,textbook,76.3,42.1,51.3,50.3,e
052130540311,17,male,private,post graduate,2.8,54.1,no,>60 min,yes,group study,43.4,36.5,55.7,48.2,e
052130540312,18,other,private,post graduate,6.2,90.4,no,15-30 min,no,textbook,85.3,91.1,100,91.6,b
052130540313,14,male,public,high school,4.3,62.9,yes,30-60 min,yes,coaching,58.2,38.9,45.7,51.9,e
052130540314,15,other,public,no formal,5.4,80.4,yes,>60 min,no,coaching,67,86.2,73.8,77.7,c
052130540315,15,other,private,diploma,0.5,99.1,yes,15-30 min,yes,group study,53.7,49.6,53.2,47.6,e
052130540316,17,other,public,diploma,7.4,92.1,yes,30-60 min,yes,online videos,100,100,95.4,100,a
052130540317,18,male,public,diploma,1.7,92.5,yes,>60 min,yes,textbook,47.1,56.5,53,50.5,e
052130540318,18,male,private,graduate,2.9,91.2,yes,<15 min,no,coaching,65,39.6,70,50.5,e
052130540319,19,female,public,phd,7.6,72.7,yes,30-60 min,no,coaching,65.5,59.2,78.9,81.4,c
052130540320,18,female,public,post graduate,6,69.7,yes,<15 min,yes,notes,70.7,82.9,69.9,74.5,c
052130540321,15,other,private,post graduate,4.3,75.9,yes,>60 min,yes,notes,82.4,62.1,87.3,69.2,d
052130540322,14,female,public,post graduate,7,64.3,yes,15-30 min,no,textbook,100,97.6,86,90.7,b
052130540323,17,male,private,diploma,1,73.9,yes,30-60 min,yes,coaching,30.4,33.8,38.1,35.1,f
052130540324,19,other,public,graduate,1.1,56.3,yes,<15 min,no,online videos,27.3,36.1,15.1,34.1,f
052130540325,19,other,public,diploma,1.7,94.6,yes,<15 min,no,group study,58.1,65.2,62.3,55.8,d
052130540326,15,female,private,post graduate,2.5,86.8,yes,>60 min,yes,mixed,26.4,38.4,48.7,46.2,e
052130540327,15,other,public,phd,5.8,53.1,yes,>60 min,yes,group study,68.2,60.8,53.2,68.1,d
052130540328,14,other,public,diploma,4.5,83,yes,15-30 min,yes,coaching,63.5,74.2,60.4,60.8,d
052130540329,14,female,public,post graduate,3.7,87.9,yes,30-60 min,yes,notes,56.4,73.4,73.7,64.1,d
052130540330,17,male,private,no formal,6.4,93.1,yes,<15 min,yes,coaching,95.9,100,90.5,96,a
052130540331,17,female,public,diploma,2.9,66.5,yes,<15 min,no,online videos,55.8,42.3,50.6,55.8,d
052130540332,16,female,public,phd,1.1,81.5,no,30-60 min,yes,mixed,30.2,43,56.8,45.1,e
052130540333,15,other,public,post graduate,3.5,63.8,no,<15 min,no,textbook,60.9,51.2,61,61.6,d
052130540334,18,other,public,graduate,6.2,92.4,yes,30-60 min,yes,group study,68.4,76.2,89.4,82.6,c
052130540335,16,female,public,high school,4.1,93.8,no,30-60 min,yes,textbook,62.8,61.3,81.9,69.4,d
052130540336,18,female,private,post graduate,7.8,53.8,no,<15 min,yes,coaching,74.4,69.1,71.1,79.6,c
052130540337,19,female,public,phd,6.9,64.3,yes,30-60 min,yes,online videos,92.7,77.4,69.6,77.6,c
052130540338,15,female,public,diploma,6.4,55.1,yes,<15 min,yes,mixed,85,67.5,80,76.4,c
052130540339,15,female,public,post graduate,6.3,69.9,yes,15-30 min,no,mixed,97.2,77.2,73.8,81.9,c
052130540340,19,female,private,graduate,4.9,50.3,no,30-60 min,no,mixed,45.7,43.3,51.7,51.8,e
052130540341,17,female,public,diploma,7.3,89.1,yes,15-30 min,no,textbook,97.1,100,100,100,a
052130540342,15,other,public,high school,4.9,71.6,yes,<15 min,yes,online videos,65.5,65.2,70.4,62.9,d
052130540343,17,male,private,graduate,3.3,76.7,yes,30-60 min,yes,online videos,52.9,56.9,48.7,51.9,e
052130540344,17,male,private,diploma,2,87.1,no,<15 min,yes,textbook,59.1,46.6,65.7,47.9,e
052130540345,19,other,private,graduate,6.6,85.6,yes,>60 min,no,textbook,91.5,84.4,100,84.7,c
052130540346,15,other,public,no formal,3.3,65.7,yes,>60 min,yes,group study,65,58.1,47.6,55.8,d
052130540347,19,female,public,diploma,6.4,89.1,yes,>60 min,no,mixed,87.8,100,100,90.6,b
052130540348,19,female,private,post graduate,7.9,82,yes,15-30 min,no,textbook,100,100,93.9,99.6,a
052130540349,15,female,private,phd,3.5,60.9,yes,<15 min,yes,online videos,48.2,54.1,38.2,53.1,e
052130540350,14,female,public,high school,3.1,51.5,yes,>60 min,no,online videos,64,30.7,41,40.1,e
052130540351,17,male,private,graduate,1.8,87.8,yes,30-60 min,no,group study,41.3,51.2,49.3,44.4,e
052130540352,14,female,private,high school,4.1,58.3,yes,15-30 min,yes,notes,66.5,60.4,59.6,65.1,d
052130540353,15,male,private,post graduate,5.4,55.6,yes,<15 min,yes,notes,66.6,54.5,56.5,58.9,d
052130540354,16,male,public,diploma,2.8,71,yes,>60 min,no,mixed,73.9,48,57.2,49.9,e
052130540355,19,female,private,post graduate,4.1,96.1,no,15-30 min,yes,coaching,88.3,79,60.4,77.6,c
052130540356,19,other,public,diploma,4.5,85.9,yes,15-30 min,no,mixed,62.3,80.5,69.6,70.8,c
052130540357,14,male,public,high school,2.6,89.9,yes,>60 min,no,coaching,76.6,56,53.7,65.9,d
052130540358,19,other,private,graduate,0.7,63.5,yes,30-60 min,yes,mixed,24.5,45.8,35.5,40.4,e
052130540359,14,female,public,graduate,2.1,91.8,no,15-30 min,yes,mixed,55.1,57.3,76.4,60.3,d
052130540360,18,other,public,post graduate,6.5,70.8,no,>60 min,yes,group study,70.7,100,81.5,78.5,c
052130540361,19,female,public,post graduate,2.6,99,yes,15-30 min,no,textbook,63.3,66.1,91.2,67.5,d
052130540362,19,other,public,post graduate,0.6,78.5,yes,15-30 min,no,notes,47.8,50.8,34.7,40,e
052130540363,15,female,public,phd,3.7,80.3,yes,<15 min,no,notes,80.4,86.9,81.8,69.4,d
052130540364,19,other,private,diploma,5.6,95.8,yes,<15 min,no,coaching,90.7,68.2,87.4,78.2,c
052130540365,14,female,private,graduate,6.1,97.4,yes,<15 min,no,online videos,74.6,79.5,62.7,79.7,c
052130540366,17,female,private,diploma,3.6,50.9,yes,15-30 min,no,group study,35.7,55.2,44.2,50.2,e
052130540367,16,female,private,graduate,4.8,61.6,yes,>60 min,yes,online videos,67.2,53.4,76.5,62.3,d
052130540368,15,other,private,no formal,6.1,80.7,yes,>60 min,yes,textbook,85.1,78.8,87.3,82.9,c
052130540369,14,other,public,phd,7.2,50.2,yes,<15 min,yes,coaching,67.1,82.3,77.3,85.1,b
052130540370,18,male,private,graduate,5.3,65.9,yes,30-60 min,yes,textbook,71.9,83.5,58.9,75.5,c
052130540371,16,other,private,graduate,5.7,59.8,yes,15-30 min,no,online videos,50.7,77.3,42.1,61,d
052130540372,17,other,public,phd,1.2,76.2,yes,>60 min,yes,textbook,11.7,31.3,41.9,33.1,f
052130540373,16,other,public,diploma,3.7,79.9,no,15-30 min,no,notes,66.8,55.7,53.7,65.3,d
052130540374,16,female,public,diploma,7.2,59.5,yes,15-30 min,yes,online videos,75.7,100,98.7,82.2,c
052130540375,19,female,private,graduate,1.7,76.8,yes,30-60 min,no,group study,31.5,43.5,47.9,37.8,f
052130540376,14,other,private,phd,2.8,69.8,yes,<15 min,no,notes,41.5,48.7,14.4,40.8,e
052130540377,18,female,private,high school,5.6,99.5,yes,15-30 min,yes,coaching,61,63.7,85.1,80.5,c
052130540378,18,female,public,no formal,7.3,53.3,yes,<15 min,yes,group study,63.6,58.7,67.7,74.8,c
052130540379,16,female,private,no formal,0.9,92,no,15-30 min,yes,textbook,38.7,32.7,35,36.3,f
052130540380,15,female,public,post graduate,7,100,yes,<15 min,no,mixed,100,100,100,100,a
052130540381,14,male,public,no formal,2.2,77.1,yes,>60 min,no,notes,70.5,57.3,54.6,57,d
052130540382,19,male,public,post graduate,7,84,yes,15-30 min,no,online videos,85.2,77,86.5,83.1,c
052130540383,19,male,public,phd,7.2,56.4,yes,15-30 min,no,group study,89.5,72.6,71.4,83.7,c
052130540384,15,female,public,post graduate,6.3,67.5,yes,15-30 min,no,group study,83.8,91.4,91.5,82.9,c
052130540385,14,female,private,high school,7.4,59.1,yes,15-30 min,no,mixed,91.7,88.2,66.9,83,c
052130540386,14,female,public,graduate,7.7,79.2,yes,<15 min,no,notes,81.9,87,90.2,93.4,b
052130540387,14,other,private,diploma,7.4,97.1,yes,30-60 min,no,textbook,86.6,92.9,90.5,93.7,b
052130540388,18,male,public,no formal,4.3,51.5,yes,<15 min,no,online videos,58.1,50.9,74.3,59.2,d
052130540389,19,female,private,high school,4,74.7,yes,<15 min,no,notes,51.9,43.5,40.9,52,e
052130540390,14,male,private,post graduate,1.3,86.2,yes,30-60 min,yes,group study,33.2,47.7,49,45.7,e
052130540391,18,male,private,graduate,2.1,71.5,no,15-30 min,yes,notes,27.5,63.8,50.8,43.5,e
052130540392,15,female,private,diploma,5.4,76.9,yes,30-60 min,no,textbook,71.6,83.8,88.4,80.8,c
052130540393,16,male,private,post graduate,1.5,72.6,yes,<15 min,no,group study,40.5,53.8,45.1,47.9,e
052130540394,17,male,private,graduate,7.6,79.9,yes,>60 min,no,coaching,97.5,91.6,100,94.3,b
052130540395,18,other,public,phd,2.2,53.4,yes,30-60 min,no,group study,14,32.5,49.1,34.9,f
052130540396,19,other,public,no formal,1.2,77.3,yes,15-30 min,no,notes,65.3,48.5,34.6,42.4,e
052130540397,14,male,public,high school,2.3,75.6,yes,>60 min,no,coaching,41.5,52.7,46.8,50.4,e
052130540398,15,male,public,high school,0.9,59.1,yes,30-60 min,yes,coaching,15.7,37.5,32.7,32.1,f
052130540399,15,male,public,diploma,1.7,76.7,yes,>60 min,no,group study,30.1,32,35.4,43.8,e
052130540400,15,female,private,phd,4.9,73.2,yes,30-60 min,yes,notes,60,60.3,77.5,61.5,d
052130540401,19,other,public,diploma,2.7,79.7,yes,30-60 min,no,online videos,45.4,54.9,52.5,55,e
052130540402,18,male,public,high school,6.5,78.2,yes,>60 min,yes,coaching,78.6,86.6,78.4,80.6,c
052130540403,15,male,private,no formal,3.5,70.2,yes,>60 min,yes,notes,51.9,59.7,46,56.1,d
052130540404,19,female,public,diploma,5.9,89.1,no,30-60 min,yes,notes,89.1,81.1,92.8,88.2,b
052130540405,16,other,private,high school,5.8,67.9,yes,15-30 min,no,textbook,74.9,87.5,83.6,76.2,c
052130540406,17,female,private,high school,1.5,73.7,yes,<15 min,yes,online videos,52.6,62.2,36.5,48.6,e
052130540407,16,other,private,no formal,0.9,71.3,yes,<15 min,yes,mixed,48.3,26.2,38.3,31.9,f
052130540408,14,female,private,graduate,6.8,74.3,no,15-30 min,no,notes,77.4,71.8,89.9,81.6,c
052130540409,19,male,public,post graduate,5.8,90,yes,15-30 min,no,coaching,69.3,73,83,79.9,c
052130540410,14,female,public,post graduate,1.8,85.5,yes,30-60 min,yes,textbook,50.1,34.4,31.9,41,e
052130540411,15,other,private,no formal,5.6,52.1,yes,<15 min,yes,group study,62.1,58.2,55.2,58.3,d
052130540412,15,female,private,phd,3,74.7,yes,>60 min,yes,coaching,60,71.7,45.2,61.2,d
052130540413,15,male,public,graduate,0.9,56.2,yes,>60 min,yes,group study,40,37.3,24.3,38.3,f
052130540414,14,male,private,graduate,2.2,86.5,yes,<15 min,yes,textbook,39.3,56.9,53.2,44.9,e
052130540415,14,female,public,phd,6.2,99.3,yes,>60 min,no,online videos,94.2,97.4,95.1,80.8,c
052130540416,18,female,private,high school,3.4,80.9,yes,30-60 min,no,mixed,64.4,65.3,51.6,55.1,d
052130540417,19,female,private,graduate,4.6,69,yes,<15 min,no,notes,72.9,80.2,76.2,70.4,c
052130540418,14,female,public,no formal,1.5,53.6,no,<15 min,yes,notes,34.3,46.6,31.7,37.6,f
052130540419,15,female,private,diploma,1.2,66.6,yes,30-60 min,no,textbook,28.2,46.6,45,45.9,e
052130540420,17,female,private,high school,2.3,76.3,yes,>60 min,no,online videos,66.5,47.9,62.9,58.8,d
052130540421,19,male,public,high school,4,94,yes,30-60 min,yes,mixed,66.7,77.4,71,65.9,d
052130540422,18,female,private,graduate,6.9,75.6,yes,>60 min,yes,online videos,90.1,89,76,80.4,c
052130540423,18,female,public,no formal,6.2,99.2,yes,15-30 min,yes,online videos,67.3,67.6,89.8,81.6,c
052130540424,17,other,public,phd,1.7,68.5,yes,>60 min,no,group study,39.7,39.4,29.3,41.3,e
052130540425,16,other,private,high school,1,50,yes,>60 min,yes,textbook,32,34.4,49.2,34.5,f
052130540426,15,female,private,no formal,2.2,81.4,yes,>60 min,yes,online videos,36,50.8,46,54.8,e
052130540427,19,male,public,diploma,6.9,61,yes,<15 min,yes,notes,58.8,83.5,79.5,73.9,c
052130540428,18,male,private,diploma,4.4,62.2,no,>60 min,no,textbook,60.8,66.3,42.9,58.1,d
052130540429,14,male,public,graduate,6.6,50.9,yes,30-60 min,no,online videos,100,86.2,67.1,79.1,c
052130540430,18,male,public,post graduate,3.3,76.6,yes,15-30 min,yes,group study,66.8,52,37.1,54,e
052130540431,14,other,public,graduate,4.9,62.4,no,>60 min,no,online videos,42.2,53,47.2,60.4,d
052130540432,18,male,public,graduate,5,99.7,yes,30-60 min,yes,group study,87.3,98,97.2,85.4,b
052130540433,18,male,private,post graduate,5.2,91.8,yes,15-30 min,yes,notes,69.8,68,73.5,76.9,c
052130540434,14,female,public,graduate,4,86.1,yes,<15 min,yes,notes,63.2,42.4,62.8,56.7,d
052130540435,16,male,public,no formal,2.3,67.7,yes,>60 min,no,coaching,53.8,50.8,58.3,52.6,e
052130540436,14,other,private,diploma,3.7,53.6,no,15-30 min,no,group study,52.9,57.7,65.6,59.2,d
052130540437,17,other,private,post graduate,7.8,83.4,yes,30-60 min,no,online videos,100,100,100,100,a
052130540438,19,other,public,high school,2.5,51.1,yes,<15 min,yes,textbook,41.1,48.8,38.2,40.5,e
052130540439,14,female,private,phd,5.9,72.1,yes,15-30 min,no,textbook,84.2,91.1,77.6,81.7,c
052130540440,16,female,private,diploma,7.6,52.6,yes,30-60 min,yes,textbook,86.6,93.4,71.9,86.6,b
052130540441,19,female,private,high school,4.7,78,yes,15-30 min,no,group study,67.9,62.6,68.7,67.8,d
052130540442,15,male,public,diploma,4.2,78,no,<15 min,no,group study,62.7,62.6,61.2,61.8,d
052130540443,14,female,public,graduate,1.4,76.5,yes,15-30 min,no,online videos,64,50.6,40.5,50.8,e
052130540444,16,other,private,post graduate,6.1,85.7,yes,>60 min,no,mixed,90.8,97.4,75.1,81.9,c
052130540445,17,male,private,high school,7.3,61.4,no,>60 min,yes,online videos,87.5,66,67.6,75.7,c
052130540446,17,male,private,high school,7.9,62.1,yes,>60 min,no,textbook,60.3,75.5,67.8,80.6,c
052130540447,15,female,private,no formal,2,70.8,yes,15-30 min,yes,group study,46.2,60.9,57.2,41.9,e
052130540448,19,female,private,diploma,7.4,85.1,yes,>60 min,yes,group study,81,100,97.5,91.5,b
052130540449,17,other,public,phd,3.3,55.8,no,>60 min,no,textbook,43.2,41.8,56.8,41.3,e
052130540450,15,other,private,phd,5.1,94.3,yes,<15 min,no,notes,89.3,75.7,86.4,77.5,c
052130540451,19,other,public,graduate,2.2,62.6,yes,15-30 min,no,group study,26.2,46.3,48.2,37,f
052130540452,19,female,public,graduate,2.4,56.4,yes,>60 min,no,group study,52.3,60.7,32.5,50,e
052130540453,16,other,private,graduate,5.1,79.9,yes,<15 min,yes,notes,69.8,75.3,68.6,75.3,c
052130540454,14,male,public,high school,4.1,63.8,yes,15-30 min,no,online videos,66.8,76.3,68.3,56.7,d
052130540455,17,female,private,diploma,7.7,70.4,no,>60 min,no,group study,96,92.5,100,93.9,b
052130540456,17,male,private,phd,2.5,53.1,yes,<15 min,yes,group study,46.3,51.4,58.3,49.5,e
052130540457,14,other,private,graduate,7.1,73.2,yes,30-60 min,no,textbook,74.4,92,67.4,76.9,c
052130540458,17,female,public,high school,4,65.2,no,>60 min,yes,group study,64.7,60.5,67.8,61.8,d
052130540459,19,female,public,no formal,1.5,58.5,yes,15-30 min,yes,coaching,49.8,50.7,19.9,32.5,f
052130540460,14,male,private,post graduate,2.3,69.3,no,<15 min,yes,mixed,51.1,56.3,47.1,48.5,e
052130540461,18,other,public,phd,6.2,88.5,yes,<15 min,yes,online videos,91.9,80.9,92,86.9,b
052130540462,14,female,private,no formal,6.7,88.2,yes,>60 min,no,mixed,90.3,95.5,70.5,80.6,c
052130540463,18,other,private,diploma,0.8,68,yes,<15 min,no,group study,35.2,32.1,38,36.9,f
052130540464,16,female,private,phd,3.6,98.7,yes,>60 min,no,textbook,52,50.5,59,61.9,d
052130540465,14,male,public,high school,4.2,56.3,yes,30-60 min,yes,online videos,63.5,62.6,59.7,62.3,d
052130540466,19,female,public,high school,5.1,92.7,yes,30-60 min,no,mixed,81,65.9,67.9,71.9,c
052130540467,14,female,public,diploma,5.4,98.9,yes,30-60 min,no,group study,79.1,77.4,69.5,79.9,c
052130540468,17,male,private,diploma,6.7,78.6,yes,15-30 min,no,group study,81,87,82.8,91.4,b
052130540469,15,male,private,diploma,2.6,53,yes,>60 min,no,online videos,43.7,28.4,39.7,36.9,f
052130540470,19,other,public,phd,1.3,96.1,yes,>60 min,no,coaching,68.8,34.7,38.1,51,e
052130540471,18,female,public,phd,1.9,71.8,yes,30-60 min,yes,mixed,34.9,42.4,28.9,34.3,f
052130540472,18,female,private,graduate,7.5,58.6,yes,30-60 min,no,mixed,67,81.2,77.8,75,c
052130540473,16,female,private,no formal,4.6,94.6,yes,30-60 min,yes,notes,93.4,89,83,82.8,c
